"","NR","WR","SR","ER","NER","All India"
"Coal","539","1195","514","414","4","2667"
"Lignite","20","16","45","0","0","81"
"Hydro","119","35","83","27","7","270"
"Nuclear","25","19","36","0","0","80"
"Gas, Naptha & Diesel","27","38","22","0","28","116"
"RES (Wind, Solar, Biomass & Others)","59","40","109","0","0","209"
"Total","789","1344","809","441","40","3423"
