"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4735","0","100.1","44.2","0.5","164"
"","Haryana","6430","0","120.7","53.8","-1.3","325"
"","Rajasthan","9614","0","208.3","66.0","2.5","632"
"","Delhi","3226","0","67.1","56.8","-3.7","3"
"","UP","12972","550","270.5","125.6","-4.1","418"
"","Uttarakhand","1437","0","30.0","16.9","0.8","234"
"","HP","1127","0","21.4","12.8","0.9","178"
"","J&K","1937","484","38.0","29.9","0.6","215"
"","Chandigarh","165","0","3.4","3.5","-0.1","19"
"WR","Chhattisgarh","3361","0","81.8","32.8","0.0","236"
"","Gujarat","12930","0","292.6","61.1","0.7","480"
"","MP","9421","0","213.2","120.3","-2.9","127"
"","Maharashtra","18618","62","415.5","122.8","0.6","296"
"","Goa","393","0","8.7","7.5","0.8","36"
"","DD","255","0","4.2","4.3","0.0","31"
"","DNH","677","0","13.9","14.3","-0.4","63"
"","Essar steel","137","0","2.2","2.0","0.2","87"
"SR","Andhra Pradesh","6775","0","148.1","21.2","1.4","999"
"","Telangana","6300","0","139.5","94.6","-1.1","303"
"","Karnataka","7107","1500","163.6","28.2","3.1","677"
"","Kerala","3115","0","61.8","45.3","3.1","357"
"","Tamil Nadu","12707","0","270.7","130.0","5.7","503"
"","Pondy","310","10","6.4","6.1","0.3","42"
"ER","Bihar","3327","150","65.2","64.5","0.8","140"
"","DVC","2307","0","52.0","-20.6","-0.9","150"
"","Jharkhand","975","0","23.3","11.6","-0.7","50"
"","Odisha","3336","0","68.2","14.5","2.4","200"
"","West Bengal","7099","0","138.3","37.6","1.9","100"
"","Sikkim","60","0","1.0","0.5","0.4","25"
"NER","Arunachal Pradesh","110","3","1.9","1.8","0.1","36"
"","Assam","1218","71","21.8","16.5","-0.2","156"
"","Manipur","147","0","2.3","2.3","0.1","41"
"","Meghalaya","248","2","3.4","2.6","-1.3","51"
"","Mizoram","77","4","1.2","1.3","-0.1","14"
"","Nagaland","104","2","1.8","1.6","0.1","20"
"","Tripura","263","1","4.1","2.0","0.1","24"
