"Share of RES in total generation (%)","12.14","7.23","19.83","0.55","0.11","10.19"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","36.33","12.77","39.43","9.43","20.20","23.55"
