"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","149.2","-168.9","94.9","-77.3","2.5","0.4"
"Actual(MU)","140.2","-180.2","98.7","-68.3","3.2","-6.4"
"O/D/U/D(MU)","-9.0","-11.3","3.8","9.0","0.7","-6.8"
