"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","35185","31637","30549","14283","1855","113509"
"Peak Shortage (MW)","2140","685","712","536","250","4323"
"Energy Met (MU)","803","707","706","270","35","2521"
"Hydro Gen(MU)","312","95","161","69","15","651"
"Wind Gen(MU)","15","66","78","----------","----------","159"
