"Share of RES in total generation (%)","5.81","6.34","13.99","0.31","0.08","7.18"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","29.87","10.17","24.65","12.03","36.08","18.98"
