"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.1","0.6","1.1","80.2","18.8"
"SR GRID","0.0","0.0","0.2","0.9","0.2","76.9","22.9"
