"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8861","850","206.6","107.5","0.3","103"
"","Haryana","7794","0","157.7","84.6","-2.4","284"
"","Rajasthan","8003","0","172.2","65.1","-2.8","110"
"","Delhi","4255","0","87.2","67.3","-3.3","200"
"","UP","11574","3205","267.8","138.4","-0.4","600"
"","Uttarakhand","1594","0","33.0","15.1","0.1","144"
"","HP","1022","141","23.4","1.7","0.0","132"
"","J&K","1626","100","33.8","15.6","3.8","330"
"","Chandigarh","263","0","5.3","4.8","0.5","56"
"WR","Chhattisgarh","3322","42","75.9","17.6","-0.2","226"
"","Gujarat","9454","0","210.1","79.1","-0.7","418"
"","MP","6832","0","144.4","79.8","2.9","393"
"","Maharashtra","14706","59","319.8","107.5","1.4","510"
"","Goa","310","0","6.3","7.5","-1.5","32"
"","DD","265","0","5.9","5.8","0.1","28"
"","DNH","643","0","14.6","14.7","0.0","52"
"","Essar steel","291","0","6.3","5.7","0.6","11"
"SR","Andhra Pradesh","5490","0","120.8","20.8","-1.9","292"
"","Telangana","5016","300","118.8","45.9","5.5","983"
"","Karnataka","5878","250","120.7","-0.6","-2.5","485"
"","Kerala","2876","75","50.8","29.1","2.5","227"
"","Tamil Nadu","11390","0","248.9","68.5","0.2","433"
"","Pondy","285","0","6.2","6.2","-0.1","26"
"ER","Bihar","2150","100","43.6","43.6","-0.9","190"
"","DVC","2520","0","57.5","-6.9","1.8","220"
"","Jharkhand","840","100","17.8","11.4","1.6","140"
"","Odisha","3522","200","72.0","13.2","5.3","310"
"","West Bengal","6320","0","131.4","39.7","4.4","260"
"","Sikkim","78","0","1.2","1.1","0.1","18"
"NER","Arunachal Pradesh","113","1","1.9","1.9","0.0","35"
"","Assam","1081","259","22.0","13.5","1.6","184"
"","Manipur","104","11","2.0","2.2","-0.2","45"
"","Meghalaya","232","2","4.4","0.0","0.0","50"
"","Mizoram","70","1","1.1","1.1","0.0","18"
"","Nagaland","103","2","1.8","1.3","-0.1","41"
"","Tripura","204","10","3.4","1.0","0.4","59"
