"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","144.8","-125.5","57.3","-74.4","-3.9","-1.6"
"Actual(MU)","151.4","-144.2","61.2","-66.8","-1.7","-0.1"
"O/D/U/D(MU)","6.6","-18.7","3.9","7.5","2.2","1.5"
