"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.8","1.9","0.8","88.4","10.8"
"SR GRID","1.4","6.0","16.0","21.3","23.4","67.0","9.6"
