"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37936","37822","33776","15173","2098","126805"
"Peak Shortage (MW)","1525","245","1424","184","178","3556"
"Energy Met (MU)","821","881","795","303","35","2835"
"Hydro Gen(MU)","83","45","69","14","5","217"
"Wind Gen(MU)","5","28","21","----------","----------","54"
