"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.049","0.00","0.39","12.69","13.08","72.44","14.48"
"SR GRID","0.049","0.00","0.39","12.69","13.08","72.44","14.48"
