"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6296","0","133.1","92.0","-0.8","233"
"","Haryana","6723","0","126.1","83.0","-3.4","216"
"","Rajasthan","8069","0","177.9","72.9","0.9","207"
"","Delhi","4948","0","94.3","72.0","-2.1","192"
"","UP","11498","2905","258.5","120.1","-1.6","549"
"","Uttarakhand","1624","0","32.5","16.1","-0.6","159"
"","HP","1249","0","25.2","4.3","1.4","193"
"","J&K","1877","375","35.5","22.1","-0.9","187"
"","Chandigarh","270","0","5.0","5.2","0.3","5"
"WR","Chhattisgarh","3269","0","74.0","23.2","-1.0","308"
"","Gujarat","13083","0","288.7","65.9","0.9","311"
"","MP","6593","0","151.2","87.7","-1.8","201"
"","Maharashtra","19376","178","420.5","110.1","0.2","350"
"","Goa","413","0","9.0","7.3","1.1","88"
"","DD","292","0","6.5","6.5","0.0","62"
"","DNH","702","0","16.2","16.4","-0.2","40"
"","Essar steel","420","0","8.6","8.8","-0.2","108"
"SR","Andhra Pradesh","6169","0","149.5","40.3","3.1","316"
"","Telangana","5499","0","121.8","74.9","-4.2","180"
"","Karnataka","7626","300","164.6","24.9","1.8","372"
"","Kerala","3222","125","57.4","32.3","1.6","228"
"","Tamil Nadu","10436","0","245.2","86.5","-5.6","372"
"","Pondy","311","0","6.5","6.7","-0.2","30"
"ER","Bihar","2671","250","53.0","46.5","2.7","385"
"","DVC","2481","0","56.5","-24.3","-0.2","200"
"","Jharkhand","864","0","19.6","12.1","-1.0","150"
"","Odisha","3421","0","71.2","18.9","2.0","300"
"","West Bengal","7383","0","146.4","49.4","1.1","280"
"","Sikkim","116","0","1.2","1.5","-0.3","27"
"NER","Arunachal Pradesh","103","3","1.4","1.4","0.0","54"
"","Assam","1240","143","22.5","13.9","3.1","182"
"","Manipur","148","2","1.9","2.1","-0.1","52"
"","Meghalaya","278","2","4.2","3.1","-0.2","56"
"","Mizoram","79","1","1.2","1.0","0.2","25"
"","Nagaland","105","11","1.9","1.6","0.3","28"
"","Tripura","254","0","2.9","0.5","0.3","71"
