"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6914","1175","146.8","87.1","-7.4","389"
"","Haryana","6996","707","145.7","65.2","5.2","771"
"","Rajasthan","7764","0","174.1","57.1","-5.6","15"
"","Delhi","4444","190","97.3","67.6","4.5","481"
"","UP","9291","4790","232.4","104.8","-6.2","1097"
"","Uttarakhand","1735","140","35.0","14.2","1.3","245"
"","HP","1094","0","26.2","1.5","5.0","408"
"","J&K","1482","0","25.4","12.8","1.9","267"
"","Chandigarh","246","0","4.9","4.4","0.5","77"
"WR","Chhattisgarh","3067","42","68.9","22.3","0.2","258"
"","Gujarat","10713","0","233.5","77.4","-1.2","436"
"","MP","6698","0","136.6","59.6","-0.9","441"
"","Maharashtra","17494","66","375.0","139.1","-0.6","452"
"","Goa","358","0","7.8","7.4","0.1","61"
"","DD","272","0","6.0","6.3","-0.2","32"
"","DNH","636","0","14.9","14.9","0.0","48"
"","Essar steel","334","0","6.8","6.2","0.6","56"
"SR","Andhra Pradesh","5767","100","128.8","39.4","-0.9","374"
"","Telangana","6222","200","140.1","53.5","-0.1","184"
"","Karnataka","7834","400","161.4","28.2","1.9","291"
"","Kerala","3204","150","60.2","33.4","2.8","289"
"","Tamil Nadu","12424","0","261.2","74.5","-2.3","391"
"","Pondy","312","0","6.1","6.3","-0.2","42"
"ER","Bihar","2114","400","48.4","45.5","0.4","230"
"","DVC","2430","0","56.3","-8.1","0.7","210"
"","Jharkhand","862","110","18.9","9.3","0.4","120"
"","Odisha","3625","250","73.9","15.0","1.0","310"
"","West Bengal","7291","28","148.8","48.0","3.2","380"
"","Sikkim","95","0","1.3","1.1","0.1","28"
"NER","Arunachal Pradesh","114","2","2.0","1.7","0.3","42"
"","Assam","1188","235","24.7","14.6","3.6","189"
"","Manipur","124","1","2.0","2.2","-0.1","26"
"","Meghalaya","272","8","4.5","0.6","-0.5","56"
"","Mizoram","73","2","1.2","1.1","0.1","21"
"","Nagaland","94","6","1.7","1.2","0.0","29"
"","Tripura","241","2","3.3","1.5","-0.4","83"
