"","NR","WR","SR","ER","NER"
"Schedule(MU)","109.4","-103.6","39.0","-43.8","-0.8"
"Actual(MU)","104.4","-104.3","37.1","-39.2","1.2"
"O/D/U/D(MU)","-5.0","-0.7","-1.9","4.6","2.0"
