"","NR","WR","SR","ER","NER","All India"
"Coal","543","1164","480","449","9","2644"
"Lignite","20","16","44","0","0","80"
"Hydro","119","25","66","20","7","238"
"Nuclear","24","30","32","0","0","86"
"Gas, Naptha & Diesel","29","36","19","0","27","111"
"RES (Wind, Solar, Biomass & Others)","59","50","169","1","0","279"
"Total","793","1321","809","470","43","3437"
