"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","541","1208","512","411","8","2680"
"Hydro","130","21","57","36","10","255"
"Nuclear","25","19","46","0","0","89"
"Gas, Naptha & Diesel","21","43","25","0","31","119"
"RES (Wind, Solar, Biomass & Others)","52","29","126","1","0","208"
"Total","769","1319","765","448","49","3351"
