"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5701","0","116.5","46.1","-2.9","78","0.0"
"","Haryana","6022","0","122.6","74.8","0.4","151","0.0"
"","Rajasthan","11010","0","220.9","65.4","0.1","231","0.0"
"","Delhi","3440","0","59.4","47.6","-0.2","183","0.0"
"","UP","13906","310","289.1","120.5","0.5","243","0.0"
"","Uttarakhand","1849","0","36.0","16.6","-0.1","103","0.0"
"","HP","1582","0","28.0","20.0","-0.3","68","0.0"
"","J&K","2362","590","47.1","36.7","0.5","372","11.1"
"","Chandigarh","193","0","3.1","3.6","-0.4","-3","0.0"
"WR","Chhattisgarh","4191","0","94.2","31.2","-2.3","626","0.0"
"","Gujarat","15306","0","334.3","86.8","1.9","876","0.0"
"","MP","10921","0","212.6","88.9","-0.4","685","0.0"
"","Maharashtra","20592","0","451.2","141.6","0.1","766","0.0"
"","Goa","515","0","10.7","10.2","0.5","102","0.0"
"","DD","321","0","7.3","7.0","0.3","81","0.0"
"","DNH","770","0","18.1","18.3","-0.2","114","0.0"
"","Essar steel","529","0","11.3","11.5","-0.2","249","0.0"
"SR","Andhra Pradesh","8635","0","196.6","54.7","-0.2","447","0.0"
"","Telangana","10132","0","229.4","106.7","0.3","417","0.0"
"","Karnataka","11909","0","242.1","80.4","-0.2","491","0.0"
"","Kerala","3903","0","79.8","56.8","0.9","200","0.0"
"","Tamil Nadu","15364","0","339.5","185.0","-0.3","453","0.0"
"","Pondy","389","0","8.1","8.4","-0.3","24","0.0"
"ER","Bihar","4453","0","79.4","74.0","-0.3","460","0.0"
"","DVC","3100","0","64.6","-44.2","0.5","396","0.0"
"","Jharkhand","1163","0","20.8","15.6","-1.2","169","0.0"
"","Odisha","4474","0","84.3","37.9","1.7","267","0.0"
"","West Bengal","7832","0","142.6","34.9","0.5","309","0.0"
"","Sikkim","98","0","1.2","1.7","-0.5","18","0.0"
"NER","Arunachal Pradesh","122","1","2.1","2.3","-0.2","30","0.0"
"","Assam","1338","160","24.0","20.0","0.7","119","0.3"
"","Manipur","179","1","2.3","2.5","-0.2","26","0.0"
"","Meghalaya","333","0","6.1","5.2","0.0","245","0.0"
"","Mizoram","94","0","1.5","1.4","0.0","10","0.0"
"","Nagaland","125","1","2.0","1.9","0.0","8","0.0"
"","Tripura","250","0","4.3","3.0","-0.1","39","0.0"
