"Share of RES in total generation (%)","6.04","2.60","14.53","0.17","0.08","5.94"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","27.64","8.49","30.98","18.49","35.45","20.37"
