"","NR","WR","SR","ER","NER"
"Schedule(MU)","76.1","-27.8","36.1","-93.2","6.2"
"Actual(MU)","85.2","-44.7","34.8","-85.4","8.5"
"O/D/U/D(MU)","9.1","-16.9","-1.3","7.8","2.3"
