"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6161","0","131.0","51.1","0.1","188","0.0"
"","Haryana","6975","0","145.1","88.0","1.0","201","0.0"
"","Rajasthan","9583","0","195.4","59.0","1.7","303","0.0"
"","Delhi","4001","0","82.8","67.0","-2.3","46","0.0"
"","UP","17966","0","363.2","170.5","2.4","636","0.0"
"","Uttarakhand","1721","0","34.3","12.2","-0.1","155","0.0"
"","HP","1260","0","23.1","12.0","0.4","98","0.0"
"","J&K","2038","509","40.1","33.4","-0.9","140","9.5"
"","Chandigarh","181","0","3.6","4.2","-0.6","0","0.0"
"WR","Chhattisgarh","3666","0","81.4","21.8","-2.1","19","0.0"
"","Gujarat","14330","0","312.5","92.5","-0.6","567","0.0"
"","MP","9551","0","210.8","139.3","0.8","527","0.0"
"","Maharashtra","17434","0","391.7","123.5","0.3","383","0.0"
"","Goa","390","0","8.3","7.8","0.6","82","0.0"
"","DD","312","0","7.0","6.3","0.7","57","0.0"
"","DNH","739","0","17.1","16.3","0.8","127","0.0"
"","Essar steel","476","0","9.8","9.7","0.1","156","0.0"
"SR","Andhra Pradesh","6692","0","146.0","40.2","1.7","443","0.0"
"","Telangana","7128","0","157.2","45.8","-1.5","417","0.0"
"","Karnataka","7047","0","140.9","46.8","3.1","460","0.0"
"","Kerala","3273","0","63.2","47.5","1.1","246","0.0"
"","Tamil Nadu","10046","0","220.6","97.8","0.8","432","0.0"
"","Pondy","271","0","5.4","5.9","-0.6","25","0.0"
"ER","Bihar","4634","0","88.1","78.1","1.9","170","0.0"
"","DVC","3088","0","68.3","-19.4","2.5","250","0.0"
"","Jharkhand","1113","0","23.9","13.6","0.4","110","0.0"
"","Odisha","4180","0","86.2","36.3","2.8","500","0.0"
"","West Bengal","8303","0","151.5","56.0","4.2","600","0.0"
"","Sikkim","87","0","1.1","0.9","0.2","25","0.0"
"NER","Arunachal Pradesh","108","2","2.5","2.0","0.5","7","0.0"
"","Assam","1724","56","31.7","23.4","2.8","141","0.5"
"","Manipur","156","2","2.0","2.2","-0.2","20","0.1"
"","Meghalaya","272","0","5.3","0.8","0.3","126","0.0"
"","Mizoram","79","3","1.3","1.2","0.0","15","0.0"
"","Nagaland","104","4","2.4","1.7","0.1","23","0.0"
"","Tripura","285","0","4.1","3.9","0.5","90","0.0"
