"","NR","WR","SR","ER","NER"
"Schedule(MU)","116.7","-93.5","37.8","-68.3","9.2"
"Actual(MU)","125.2","-123.8","35.4","-63.2","10.3"
"O/D/U/D(MU)","8.5","-30.3","-2.4","5.1","1.1"
