"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9489","0","216.4","118.3","0.2","99"
"","Haryana","7900","0","172.2","116.3","-1.8","183"
"","Rajasthan","7175","0","163.4","53.5","1.6","247"
"","Delhi","5159","5","108.0","80.3","-0.5","341"
"","UP","11968","3355","268.4","127.3","5.6","577"
"","Uttarakhand","1502","265","32.4","18.0","2.2","315"
"","HP","1248","0","26.4","0.0","0.0","45"
"","J&K","1518","100","31.2","17.2","-0.7","213"
"","Chandigarh","306","0","6.1","5.7","0.4","38"
"WR","Chhattisgarh","2688","294","61.1","15.6","0.6","219"
"","Gujarat","9663","44","210.1","35.6","-0.6","408"
"","MP","6348","45","133.7","84.1","0.0","314"
"","Maharashtra","14521","108","333.2","72.8","0.3","458"
"","Goa","364","0","7.6","6.2","1.0","58"
"","DD","249","0","5.7","5.4","0.3","91"
"","DNH","616","0","13.6","14.7","-1.1","24"
"","Essar steel","493","0","11.0","11.9","-0.8","11"
"SR","Andhra Pradesh","5977","0","135.2","31.8","1.8","353"
"","Telangana","5949","600","124.2","75.4","0.1","428"
"","Karnataka","7325","280","148.6","7.7","-2.4","384"
"","Kerala","2967","150","55.9","27.2","2.5","234"
"","Tamil Nadu","12822","0","283.0","73.4","1.2","289"
"","Pondy","302","40","6.6","6.6","-0.1","33"
"ER","Bihar","2533","200","51.1","47.9","0.7","130"
"","DVC","2574","0","59.5","-19.1","-1.1","210"
"","Jharkhand","923","0","18.9","14.4","-1.1","0"
"","Odisha","3904","300","71.8","25.4","1.0","360"
"","West Bengal","7233","0","142.8","44.9","-2.7","80"
"","Sikkim","69","0","1.1","1.2","0.0","20"
"NER","Arunachal Pradesh","116","1","1.6","2.0","-0.4","24"
"","Assam","1168","211","25.8","17.3","4.3","228"
"","Manipur","121","2","1.6","2.3","-0.7","34"
"","Meghalaya","275","10","4.2","1.8","-0.3","40"
"","Mizoram","58","12","0.8","1.1","-0.5","6"
"","Nagaland","117","2","1.7","1.8","-0.3","23"
"","Tripura","216","3","2.8","1.8","-0.5","50"
