"","NR","WR","SR","ER","NER"
"Schedule(MU)","83.0","-61.3","42.6","-74.4","7.8"
"Actual(MU)","93.2","-80.8","41.7","-71.0","10.7"
"O/D/U/D(MU)","10.2","-19.5","-0.9","3.4","2.9"
