"","NR","WR","SR","ER","NER"
"Schedule(MU)","133.4","-117.8","49.6","-71.2","7.6"
"Actual(MU)","136.7","-127.2","53.6","-68.1","9.5"
"O/D/U/D(MU)","3.3","-9.4","4.0","3.1","1.9"
