"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.8","-50.2","38.1","-82.7","8.0"
"Actual(MU)","87.0","-47.0","37.5","-84.7","5.9"
"O/D/U/D(MU)","-0.8","3.3","-0.6","-2.0","-2.1"
