"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","51312","45808","38622","17907","2409","156058"
"Peak Shortage (MW)","1926","23","0","500","206","2655"
"Energy Met (MU)","1161","1043","913","376","47","3539"
"Hydro Gen(MU)","316","91","54","81","21","563"
"Wind Gen(MU)","24","39","71","----------","----------","134"
