"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","402","986","431","398","6","2223"
"Hydro","323","21","108","103","25","579"
"Nuclear","27","30","61","0","0","118"
"Gas, Naptha & Diesel","9","39","24","0","25","98"
"RES (Wind, Solar, Biomass & Others)","64","142","279","1","0","486"
"Total","826","1217","904","501","56","3505"
