"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.2","6.7","9.4","6.9","87.1","6.0"
"SR GRID","0.0","0.0","0.3","6.5","0.3","80.5","19.2"
