"Share of RES in total generation (%)","6.31","2.94","15.63","0.44","0.05","6.15"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.88","13.68","37.85","23.24","36.10","25.81"
