"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.7","1.7","0.7","90.5","8.8"
"SR GRID","0.0","0.0","0.1","1.5","0.1","78.8","21.0"
