"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4225","0","83.9","30.7","2.0","218"
"","Haryana","4904","221","99.5","39.6","4.8","486"
"","Rajasthan","8303","0","176.1","66.8","-1.3","268"
"","Delhi","3180","0","57.8","41.1","1.4","407"
"","UP","8789","1380","192.2","74.5","-3.5","396"
"","Uttarakhand","1555","75","29.0","17.2","1.3","201"
"","HP","1268","0","23.7","16.1","0.8","112"
"","J&K","1865","100","38.6","27.7","3.6","296"
"","Chandigarh","182","0","3.3","3.0","0.3","30"
"WR","Chhattisgarh","2621","7","52.1","6.7","-5.1","87"
"","Gujarat","11112","0","239.1","27.4","2.0","470"
"","MP","9095","0","186.3","122.7","-8.4","130"
"","Maharashtra","17031","288","358.4","110.2","-0.5","460"
"","Goa","380","0","7.9","7.1","0.2","51"
"","DD","240","0","5.8","5.8","0.0","28"
"","DNH","629","0","14.9","14.8","0.2","26"
"","Essar steel","293","0","5.4","5.6","-0.1","38"
"SR","Andhra Pradesh","10472","0","223.2","80.5","-0.6","457"
"","Karnataka","8167","300","172.5","21.0","1.3","251"
"","Kerala","3146","300","59.4","33.8","1.8","251"
"","Tamil Nadu","10011","2335","227.6","70.8","3.5","510"
"","Pondy","293","0","6.0","6.4","-0.4","10"
"ER","Bihar","1860","800","35.5","36.2","-0.7","230"
"","DVC","2362","0","54.8","-23.1","0.6","300"
"","Jharkhand","1050","0","19.9","11.5","-1.9","110"
"","Odisha","3480","0","65.0","4.8","0.7","210"
"","West Bengal","5693","0","97.5","10.5","2.9","450"
"","Sikkim","92","0","1.2","1.1","0.2","25"
"NER","Arunachal Pradesh","118","2","1.5","1.1","0.4","60"
"","Assam","988","193","17.7","11.1","2.2","153"
"","Manipur","115","2","1.5","1.5","0.0","41"
"","Meghalaya","279","3","4.1","2.8","-0.7","80"
"","Mizoram","60","4","1.1","0.9","0.0","20"
"","Nagaland","92","5","1.4","1.1","0.2","33"
"","Tripura","170","28","3.5","0.1","0.8","42"
