"","NR","WR","SR","ER","NER","All India"
"Coal","603","1193","490","447","13","2747"
"Lignite","18","10","50","0","0","79"
"Hydro","340","33","49","120","30","573"
"Nuclear","27","31","60","0","0","118"
"Gas, Naptha & Diesel","24","64","11","0","28","127"
"RES (Wind, Solar, Biomass & Others)","48","59","248","2","0","358"
"Total","1060","1391","909","570","70","4000"
