"","NR","WR","SR","ER","NER","All India"
"Coal","496","1235","645","465","8","2848"
"Lignite","24","19","52","0","0","94"
"Hydro","152","27","79","35","3","296"
"Nuclear","23","30","32","0","0","85"
"Gas, Naptha & Diesel","28","41","16","0","29","114"
"RES (Wind, Solar, Biomass & Others)","71","82","146","1","0","300"
"Total","793","1433","970","502","40","3738"
