"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4514","0","86.2","30.5","1.1","192"
"","Haryana","5628","10","103.0","48.5","1.1","280"
"","Rajasthan","9093","0","186.4","68.8","0.4","243"
"","Delhi","3722","4","65.5","43.0","-1.6","244"
"","UP","10319","795","228.3","86.8","-4.0","366"
"","Uttarakhand","1711","80","33.7","23.7","2.7","312"
"","HP","1382","0","25.2","20.5","0.6","134"
"","J&K","1930","100","40.6","33.2","1.6","264"
"","Chandigarh","225","0","3.8","3.1","0.7","72"
"WR","Chhattisgarh","3006","32","66.2","14.8","-4.9","265"
"","Gujarat","11228","19","246.0","48.6","-3.0","506"
"","MP","7568","21","146.3","68.5","-2.7","316"
"","Maharashtra","18402","231","365.1","113.4","0.9","500"
"","Goa","399","1","7.9","7.6","-0.5","22"
"","DD","251","1","6.1","6.0","0.1","27"
"","DNH","623","2","14.5","14.2","0.3","49"
"","Essar steel","398","1","8.6","8.3","0.3","46"
"SR","Andhra Pradesh","11300","600","256.5","87.2","5.9","526"
"","Karnataka","8484","450","185.2","21.3","0.5","299"
"","Kerala","3281","150","61.2","28.5","2.4","215"
"","Tamil Nadu","11672","757","253.9","84.5","2.1","350"
"","Pondy","317","0","6.1","6.3","-0.1","26"
"ER","Bihar","1961","0","42.9","39.4","-0.2","185"
"","DVC","2582","0","57.7","-16.4","-1.3","305"
"","Jharkhand","918","43","20.2","12.3","0.9","105"
"","Odisha","3590","0","66.1","13.5","-0.6","325"
"","West Bengal","6462","25","108.7","26.1","3.4","485"
"","Sikkim","94","0","1.3","1.3","-0.1","32"
"NER","Arunachal Pradesh","110","10","1.6","1.4","0.2","34"
"","Assam","1010","161","18.1","12.5","1.2","109"
"","Manipur","117","8","1.5","1.6","-0.1","35"
"","Meghalaya","266","10","4.9","3.4","0.3","77"
"","Mizoram","72","4","1.1","1.0","-0.1","23"
"","Nagaland","95","2","1.5","1.4","-0.1","22"
"","Tripura","198","2","2.8","0.8","-0.3","20"
