"","NR","WR","SR","ER","NER","All India"
"Coal","539","1173","525","418","6","2662"
"Lignite","18","17","55.45","0","0","35"
"Hydro","124","31","81","29","6","270"
"Nuclear","29","19","36","0","0","85"
"Gas, Naptha & Diesel","26","42","22","0","29","119"
"RES (Wind, Solar, Biomass & Others)","71","35","115","1","0","222"
"Total","808","1316","779","448","42","3393"
