"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.1","-90.7","43.4","-61.8","-5.3"
"Actual(MU)","122.3","-99.5","38.7","-57.2","-6.1"
"O/D/U/D(MU)","10.2","-8.8","-4.7","4.6","-0.8"
