"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6358","0","126.3","53.3","-1.0","170"
"","Haryana","5876","0","122.8","106.7","0.2","165"
"","Rajasthan","8884","0","186.5","61.0","-1.7","100"
"","Delhi","3601","0","72.9","60.8","0.5","213"
"","UP","14095","0","310.4","138.1","6.0","468"
"","Uttarakhand","1830","0","35.2","23.0","0.6","214"
"","HP","1342","0","24.8","14.9","1.8","302"
"","J&K","1921","480","41.3","32.1","-2.5","41"
"","Chandigarh","188","0","3.6","3.6","0.1","28"
"WR","Chhattisgarh","3578","0","88.9","25.3","-0.9","67"
"","Gujarat","14225","0","317.8","119.9","1.7","500"
"","MP","8453","0","173.3","101.9","-2.9","240"
"","Maharashtra","21501","0","473.8","151.8","0.9","504"
"","Goa","491","0","9.9","8.8","0.5","117"
"","DD","320","0","7.3","6.9","0.3","59"
"","DNH","739","0","16.8","17.0","-0.2","18"
"","Essar steel","690","0","10.2","10.3","-0.1","170"
"SR","Andhra Pradesh","7441","0","168.8","14.9","1.5","550"
"","Telangana","9051","0","183.8","87.9","-0.2","433"
"","Karnataka","9884","0","224.6","80.3","2.6","474"
"","Kerala","3710","0","74.1","54.4","1.8","256"
"","Tamil Nadu","14440","0","316.0","170.4","-3.0","667"
"","Pondy","337","0","7.3","7.5","-0.2","37"
"ER","Bihar","3694","100","64.9","58.1","3.2","500"
"","DVC","2993","0","63.4","-43.6","-3.7","250"
"","Jharkhand","1130","72","22.2","15.9","0.5","240"
"","Odisha","3907","0","80.4","22.3","1.7","200"
"","West Bengal","8139","0","147.4","44.6","2.1","250"
"","Sikkim","90","0","1.6","1.3","0.3","30"
"NER","Arunachal Pradesh","114","3","2.2","1.8","0.4","31"
"","Assam","1403","4","23.1","17.5","2.5","318"
"","Manipur","140","3","2.2","2.2","0.0","41"
"","Meghalaya","291","0","4.5","3.8","0.1","88"
"","Mizoram","76","3","1.5","1.3","0.2","33"
"","Nagaland","103","3","2.1","1.6","0.5","19"
"","Tripura","197","0","3.3","1.4","0.5","121"
