"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.5","-91.1","31.8","-65.3","6.1"
"Actual(MU)","132.0","-113.1","40.0","-64.8","7.8"
"O/D/U/D(MU)","14.5","-22.0","8.2","0.5","1.7"
