"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","51821","44458","36199","19845","2588","154911"
"Peak Shortage (MW)","1394","767","0","0","155","2316"
"Energy Met (MU)","1119","1026","823","422","45","3436"
"Hydro Gen(MU)","297","48","59","108","25","538"
"Wind Gen(MU)","11","16","19","----------","----------","46"
"Solar Gen (MU)*","3.31","13.38","27.90","1.34","0.02","46"
"Energy Shortage (MU)","9.1","6.2","0.0","0.0","1.7","17.0"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","52446","44274","36548","20446","2686","155371"
