"","NR","WR","SR","ER","NER"
"Schedule(MU)","130.4","-111.1","27.2","-55.7","4.9"
"Actual(MU)","125.9","-114.8","29.4","-48.7","7.6"
"O/D/U/D(MU)","-4.5","-3.7","2.2","7.0","2.7"
