"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.4","-85.1","33.6","-57.6","2.3"
"Actual(MU)","110.4","-94.4","35.1","-57.1","4.1"
"O/D/U/D(MU)","5.0","-9.3","1.5","0.5","1.8"
