"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.071","0.00","1.78","19.68","21.46","69.90","8.65"
"SR GRID","0.071","0.00","1.78","19.68","21.46","69.90","8.65"
