"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9220","0","204.1","115.1","-0.7","176"
"","Haryana","8692","0","175.1","140.7","-0.9","250"
"","Rajasthan","7366","150","164.4","72.2","0.1","123"
"","Delhi","5239","0","108.5","86.5","0.5","197"
"","UP","13686","90","289.3","153.9","1.9","387"
"","Uttarakhand","1828","75","38.4","15.0","2.0","197"
"","HP","1182","0","24.9","-0.6","-0.3","220"
"","J&K","1788","447","35.1","14.8","-1.7","162"
"","Chandigarh","281","0","5.4","6.2","-0.8","17"
"WR","Chhattisgarh","3999","0","82.2","30.2","4.8","678"
"","Gujarat","12222","4","276.1","69.5","-4.4","502"
"","MP","5971","25","122.0","51.3","-1.7","478"
"","Maharashtra","18758","236","411.3","114.3","4.9","760"
"","Goa","421","0","8.6","7.1","0.9","77"
"","DD","321","0","7.3","6.6","0.7","116"
"","DNH","743","0","16.9","17.2","-0.2","160"
"","Essar steel","527","0","11.6","10.5","1.1","150"
"SR","Andhra Pradesh","7960","0","182.5","13.3","8.2","749"
"","Telangana","7873","0","179.7","113.9","2.5","275"
"","Karnataka","8645","0","189.0","71.6","-2.0","674"
"","Kerala","3425","0","65.3","45.7","0.7","271"
"","Tamil Nadu","14231","0","313.9","112.1","-1.7","521"
"","Pondy","347","0","7.3","7.5","-0.2","28"
"ER","Bihar","3346","0","67.2","64.3","0.6","150"
"","DVC","2556","0","58.3","-17.9","0.2","160"
"","Jharkhand","1085","0","20.5","15.0","-0.6","80"
"","Odisha","4182","0","80.7","27.0","-0.9","200"
"","West Bengal","7822","0","141.6","44.8","1.9","250"
"","Sikkim","88","0","1.3","1.5","-0.2","25"
"NER","Arunachal Pradesh","105","4","2.1","2.0","0.1","15"
"","Assam","1624","25","32.1","22.8","4.2","291"
"","Manipur","122","1","1.9","2.1","-0.2","35"
"","Meghalaya","267","0","4.4","0.2","0.5","51"
"","Mizoram","80","3","1.2","1.1","0.0","25"
"","Nagaland","102","2","1.9","1.8","0.0","30"
"","Tripura","256","0","4.1","3.4","1.3","76"
