"Share of RES in total generation (%)","5.59","3.37","15.17","0.39","0.02","6.24"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","37.13","16.23","41.16","24.59","47.16","29.23"
