"","NR","WR","SR","ER","NER"
"Schedule(MU)","134.9","-111.8","45.1","-73.4","6.7"
"Actual(MU)","149.0","-122.3","36.1","-66.1","8.6"
"O/D/U/D(MU)","14.1","-10.5","-9.0","7.3","1.9"
