"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4417","0","82.6","45.4","-0.3","195"
"","Haryana","5223","154","87.4","59.6","-1.7","198"
"","Rajasthan","7348","0","154.6","41.7","-1.2","185"
"","Delhi","3368","0","69.1","53.7","-0.7","122"
"","UP","11345","1645","247.8","107.8","-1.8","385"
"","Uttarakhand","1528","0","29.4","19.9","-1.0","105"
"","HP","1117","0","21.3","10.4","-0.8","48"
"","J&K","1643","100","28.8","22.3","-4.8","46"
"","Chandigarh","179","0","3.5","3.3","0.1","22"
"WR","Chhattisgarh","3388","58","81.0","21.2","5.7","344"
"","Gujarat","12367","20","272.5","52.4","-1.5","324"
"","MP","70","20","152.8","74.5","-5.2","129"
"","Maharashtra","20083","256","415.3","126.9","7.4","525"
"","Goa","384","1","9.0","7.7","0.7","112"
"","DD","279","1","6.1","5.1","1.0","14"
"","DNH","642","2","14.7","12.2","2.5","26"
"","Essar steel","545","1","11.2","11.2","0.0","15"
"SR","Andhra Pradesh","11884","1200","269.6","92.7","5.5","519"
"","Karnataka","9503","400","206.7","37.4","0.8","302"
"","Kerala","3015","0","63.0","31.1","1.0","171"
"","Tamil Nadu","11917","1165","269.7","99.4","4.0","338"
"","Pondy","341","0","7.0","7.1","0.0","28"
"ER","Bihar","2179","450","39.7","35.8","1.4","200"
"","DVC","2458","430","56.9","-11.0","0.0","280"
"","Jharkhand","887","0","20.6","10.0","1.0","80"
"","Odisha","3752","0","76.3","22.0","1.3","400"
"","West Bengal","7009","51","150.0","55.8","2.7","450"
"","Sikkim","117","0","1.8","1.2","0.6","45"
"NER","Arunachal Pradesh","95","5","1.5","0.9","0.6","71"
"","Assam","1062","164","18.9","11.5","2.4","142"
"","Manipur","100","10","1.6","1.4","0.2","39"
"","Meghalaya","260","17","4.3","3.2","0.3","86"
"","Mizoram","69","1","1.0","0.9","-0.1","22"
"","Nagaland","93","2","1.6","1.5","-0.2","24"
"","Tripura","221","0","2.9","0.3","0.2","58"
