"","NR","WR","SR","ER","NER","All India"
"Coal","516","1211","475","364","11","2577"
"Lignite","17","15","42","0","0","74"
"Hydro","228","55","78","94","17","472"
"Nuclear","28","31","37","0","0","95"
"Gas, Naptha & Diesel","35","51","15","0","23","124"
"RES (Wind, Solar, Biomass & Others)","68","107","267","2","0","444"
"Total","892","1471","913","460","51","3787"
