"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","42018","42803","36558","16788","2228","140395"
"Peak Shortage (MW)","910","11","0","0","55","976"
"Energy Met (MU)","849","992","837","318","37","3033"
"Hydro Gen(MU)","101","41","45","22","11","220"
"Wind Gen(MU)","5","27","13","----------","----------","45"
"Solar Gen (MU)*","0.08","9.34","15.90","0.03","0.02","25"
