"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5351","0","116.3","61.3","-0.4","214"
"","Haryana","6027","0","107.7","73.2","-0.9","140"
"","Rajasthan","7957","0","176.0","55.8","2.8","539"
"","Delhi","3583","0","72.7","65.1","2.0","512"
"","UP","12306","2030","266.6","109.4","1.3","397"
"","Uttarakhand","1653","0","33.8","23.6","2.8","295"
"","HP","1241","0","23.5","14.7","0.5","120"
"","J&K","2148","537","42.9","27.5","7.3","555"
"","Chandigarh","195","0","3.7","3.6","0.3","38"
"WR","Chhattisgarh","3778","0","89.7","24.0","-1.1","138"
"","Gujarat","13405","0","301.4","73.4","-0.5","451"
"","MP","7735","0","172.7","112.7","-6.8","273"
"","Maharashtra","19186","0","424.9","135.4","0.7","524"
"","Goa","455","0","9.4","8.5","0.4","327"
"","DD","282","0","6.4","6.5","-0.1","31"
"","DNH","718","0","16.2","16.8","-0.6","89"
"","Essar steel","618","0","12.6","12.2","0.4","151"
"SR","Andhra Pradesh","7074","0","156.3","22.4","2.5","474"
"","Telangana","6577","0","146.8","88.6","0.6","260"
"","Karnataka","9363","500","213.0","68.2","4.2","691"
"","Kerala","3829","125","76.7","51.6","2.6","228"
"","Tamil Nadu","14323","0","321.4","156.4","1.6","495"
"","Pondy","344","0","7.4","7.6","-0.2","26"
"ER","Bihar","3178","0","63.3","59.3","1.7","370"
"","DVC","2785","0","62.4","-27.2","0.2","120"
"","Jharkhand","1167","0","25.2","12.7","0.5","140"
"","Odisha","4067","0","76.2","26.9","1.1","230"
"","West Bengal","7569","0","137.6","41.4","1.6","285"
"","Sikkim","114","0","1.3","1.3","0.1","20"
"NER","Arunachal Pradesh","108","2","2.0","1.4","0.6","51"
"","Assam","1185","184","18.5","13.0","1.7","392"
"","Manipur","92","3","1.7","1.9","-0.2","25"
"","Meghalaya","248","0","3.6","1.8","0.0","103"
"","Mizoram","72","2","0.8","1.0","-0.2","39"
"","Nagaland","79","26","1.7","1.4","0.2","32"
"","Tripura","210","63","4.2","2.0","0.2","40"
