"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","43802","36574","33469","16016","2043","131904"
"Peak Shortage (MW)","2036","851","2110","55","198","5250"
"Energy Met (MU)","1009","840","827","341","37","3055"
"Hydro Gen(MU)","365","65","106","83","18","636"
"Wind Gen(MU)","22","85","77","----------","----------","183"
