"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","34506","38938","33870","15819","1901","125034"
"Peak Shortage (MW)","2391","376","2720","287","288","6062"
"Energy Met (MU)","739","911","789","343","33","2816"
"Hydro Gen(MU)","143","66","85","35","2","331"
"Wind Gen(MU)","3","8","9","----------","----------","19"
