"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7275","0","160.5","99.4","-0.2","120"
"","Haryana","6263","0","126.3","70.0","-1.2","196"
"","Rajasthan","6381","0","122.9","52.3","-6.4","69"
"","Delhi","4079","0","84.5","66.8","-2.5","139"
"","UP","11013","2100","235.3","116.8","-4.6","285"
"","Uttarakhand","1530","225","29.8","12.5","0.5","232"
"","HP","1175","0","23.5","5.7","1.0","276"
"","J&K","1516","100","29.5","17.1","-1.1","58"
"","Chandigarh","239","0","4.9","4.9","0.0","30"
"WR","Chhattisgarh","2738","22","62.8","11.1","-3.6","155"
"","Gujarat","9496","37","201.2","38.0","2.0","816"
"","MP","6711","0","135.3","60.3","-2.3","347"
"","Maharashtra","14525","482","331.8","98.0","10.2","774"
"","Goa","372","0","7.5","6.9","0.2","0"
"","DD","244","0","5.9","6.0","-0.1","41"
"","DNH","627","0","14.8","14.3","0.5","66"
"","Essar steel","228","0","5.1","5.2","-0.1","51"
"SR","Andhra Pradesh","11793","150","264.5","97.6","1.5","489"
"","Karnataka","7505","300","157.9","22.4","0.0","264"
"","Kerala","3079","150","56.4","16.6","0.6","399"
"","Tamil Nadu","12013","203","264.8","69.6","0.5","297"
"","Pondy","312","0","6.3","6.4","0.0","37"
"ER","Bihar","2036","0","41.4","40.2","1.1","120"
"","DVC","2390","0","54.6","-22.6","1.6","160"
"","Jharkhand","955","0","18.0","14.1","-2.8","0"
"","Odisha","3612","0","69.8","19.3","0.1","140"
"","West Bengal","6378","0","111.3","28.3","2.4","340"
"","Sikkim","60","0","0.8","1.8","-1.0","4"
"NER","Arunachal Pradesh","91","3","1.3","1.8","-0.5","21"
"","Assam","1220","117","20.9","14.9","-0.1","166"
"","Manipur","91","2","1.5","2.2","-0.7","13"
"","Meghalaya","262","13","4.6","1.2","0.1","58"
"","Mizoram","56","2","1.0","1.3","-0.4","8"
"","Nagaland","85","5","1.4","1.5","-0.5","15"
"","Tripura","178","35","3.3","1.3","0.1","36"
