"Share of RES in total generation (%)","6.50","3.31","18.13","0.19","0.09","7.11"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","23.15","7.44","31.22","6.13","16.78","16.69"
