"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","180.1","-185.1","92.4","-88.0","0.6","0.0"
"Actual(MU)","174.1","-186.3","93.0","-85.6","0.1","-4.8"
"O/D/U/D(MU)","-6.0","-1.2","0.6","2.4","-0.6","-4.8"
