"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4785","0","86.2","36.4","0.2","229"
"","Haryana","5526","0","100.5","58.1","-0.3","323"
"","Rajasthan","9078","0","188.4","81.3","0.3","457"
"","Delhi","3440","0","61.7","41.8","-2.6","281"
"","UP","9814","1405","217.0","89.5","-2.6","222"
"","Uttarakhand","1688","75","33.3","23.4","1.6","268"
"","HP","1220","0","23.5","20.2","-1.2","78"
"","J&K","1954","100","26.7","28.5","-5.1","173"
"","Chandigarh","195","0","3.6","3.4","0.1","44"
"WR","Chhattisgarh","3210","35","70.8","19.9","-2.2","240"
"","Gujarat","11297","34","249.3","50.0","-1.0","820"
"","MP","8781","29","174.6","89.2","-0.6","274"
"","Maharashtra","17773","145","379.8","117.4","0.9","961"
"","Goa","415","2","8.2","7.5","-0.1","38"
"","DD","258","1","6.2","5.6","0.5","36"
"","DNH","621","2","11.9","14.5","-2.6","29"
"","Essar steel","403","1","8.5","8.5","0.0","36"
"SR","Andhra Pradesh","11579","600","262.3","84.0","7.6","409"
"","Karnataka","8322","700","186.6","20.5","2.5","302"
"","Kerala","3323","150","61.3","29.8","2.2","231"
"","Tamil Nadu","11412","735","253.7","84.3","2.9","305"
"","Pondy","311","0","6.1","6.4","-0.4","28"
"ER","Bihar","2116","0","43.6","39.8","1.3","205"
"","DVC","2515","0","56.0","-16.8","0.1","390"
"","Jharkhand","1071","0","21.1","12.0","-1.3","120"
"","Odisha","3003","0","60.8","7.7","-0.6","290"
"","West Bengal","6241","0","113.7","23.9","5.0","415"
"","Sikkim","86","0","1.2","1.4","-0.2","14"
"NER","Arunachal Pradesh","107","13","1.5","1.2","0.3","39"
"","Assam","1060","101","19.3","11.9","3.4","222"
"","Manipur","108","2","1.6","1.6","0.0","40"
"","Meghalaya","282","9","4.9","3.1","0.7","100"
"","Mizoram","75","2","1.1","1.0","-0.1","28"
"","Nagaland","97","3","1.6","1.6","-0.2","20"
"","Tripura","199","1","2.8","1.3","-1.0","20"
