"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.1","-95.8","29.9","-55.8","5.9"
"Actual(MU)","103.4","-101.1","33.3","-47.7","8.7"
"O/D/U/D(MU)","-11.7","-5.3","3.4","8.1","2.8"
