"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","0.7","0.1","70.7","29.2"
"SR GRID","0.0","0.6","3.9","4.6","4.5","85.0","10.5"
