"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","55112","45709","38776","20656","2323","162576"
"Peak Shortage (MW)","1043","0","0","0","349","1392"
"Energy Met (MU)","1177","1029","841","432","42","3521"
"Hydro Gen (MU)","255","123","148","138","27","691"
"Wind Gen (MU)","7","13","21","----------","----------","40"
"Solar Gen (MU)*","27.75","17.3","59.10","1.98","0.04","106"
"Energy Shortage (MU)","9.6","0.0","0.0","0.0","9.8","19.4"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","55831","46107","39212","20894","2441","163738"
"","19:25","19:00","18:55","20:13","17:57","19:21"
