"","NR","WR","SR","ER","NER"
"Schedule(MU)","83.4","-84.5","38.8","-39.5","2.6"
"Actual(MU)","93.3","-99.3","44.2","-40.2","4.3"
"O/D/U/D(MU)","9.9","-14.8","5.4","-0.7","1.7"
