"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","2.6","0.1","97.8","2.1"
"SR GRID","0.0","0.0","0.5","3.8","0.5","91.1","8.4"
