"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.6","0.5","3.5","1.1","87.9","11.0"
"SR GRID","0.0","0.0","4.3","17.2","4.3","90.7","5.0"
