"","NR","WR","SR","ER","NER"
"Schedule(MU)","95.2","-53.0","31.6","-78.8","4.6"
"Actual(MU)","87.2","-53.2","31.6","-70.2","-0.3"
"O/D/U/D(MU)","-8.0","-0.2","0.0","8.6","-4.9"
