"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.4","3.7","0.4","89.2","10.4"
"SR GRID","0.0","0.0","1.5","5.6","1.5","72.6","25.9"
